Lang,Text
eng,Beyle is very worried about the rise of Neo-Nazism.
eng,I think knowing Esperanto is very helpful with learning French.
eng,Yankev says he's done. Do you buy it?
eng,Abusive people often use emotional blackmail to get what they want.
eng,Tom uses emotional blackmail to control people.
eng,Tom believes that Yankev conspires against him every night with Beyle and Borekh.
eng,Tom is such a fair-weather friend.
eng,Could you show me how to personalize my desktop?
eng,I think it would be difficult to personalize every wedding invitation.
eng,Alice and Mary are residents at a teaching hospital.
eng,Beyle works at an employment agency.
eng,Alice and Mary are attending physicians at a teaching hospital.
eng,Fascia is made of connective tissue.
eng,Don't waste your time on that pipe dream.
eng,Killing people while they pray is the lowest thing imaginable.
eng,Punch Nazis for world peace.
eng,If you're really the master race then why do you kill people when they're praying?
eng,"Because monocultural societies do not exist in reality, ethnostates are inherently oppressive."
eng,Don't ask me; I'm a cat.
eng,I got elected.
eng,Tom OD'd on heroin.
eng,"In many languages, domestic cats are named after the ""meow"" sound they make."
eng,Mary is a crazy cat lady.
eng,Netanyahu is a monster.
fra,"Eh ben, tant mieux! Ce sera d'une pierre deux coups!"
fra,C'est bien pourquoi tu m'en diras tant.
eng,That's why I cannot believe it.
fra,C'est bien là que je n'en reviens pas.
eng,This is the part I cannot believe.
deu,Deshalb kann ich es nicht glauben.
eng,Netanyahu promised permanent apartheid in the West Bank to save his political career.
eng,Yankev keeps kosher.
eng,Yankev is against Zionism.
eng,Yankev is anti-Zionist.
eng,Yankev is an anti-Zionist.
eng,The working class and the employing class have nothing in common.
eng,It is the historic mission of the working class to do away with capitalism.
fra,On ne peut guère faire d'omelette sans casser des œufs.
eng,Nobody can make an omelette without breaking eggs.
eng,We cannot make an omelette without breaking eggs.
eng,We're living in the New Age of Fascism.
fra,Je ne crois pas que le frelon restitue le miel volé aux abeilles.
eng,I do not believe that the hornet returns the stolen honey to the bees.
eng,"West and East are cardinal directions, not civilizations."
eng,Judaism and Christianity are Middle Eastern religions closely related to Islam.
eng,Mary is a public intellectual.
eng,Tom is a public intellectual.
eng,"Lay off the pep pills, Mary."
eng,Cats are silly.
eng,Mary's cats are silly.
eng,This movie's hard to watch now.
eng,This movie's hard to watch nowadays.
eng,It's OK to be queer.
eng,Turn left onto Fifth Avenue.
eng,There's no shoulder on this part of the highway because of road construction.
eng,Capitalism is poverty.
eng,Judeo-Christianity is a 20th-century construct.
eng,Mary is stunning.
eng,Beyle is stunning.
eng,Tom is non-binary.
eng,Yankev is genderqueer.
eng,Tom only likes surrealism because he's a fungus's cat.
eng,Is it legal to recreationally hunt kangaroos in Austria?
eng,Kangaroos are causing major headaches for Austrian farmers.
eng,Please correct my mistakes.
eng,I am willing to accept criticism.
eng,I am happy to accept criticism.
eng,I am happy to receive corrections.
eng,Please feel free to correct my mistakes.
eng,Please feel free to correct my grammar.
eng,I'm still learning; please feel free to correct my mistakes.
fra,Celui qui dira la vérité devra aller attacher l'âne.
eng,Whoever speaks the truth will have to tie up the donkey.
eng,Judaism includes the belief that everyone is born innocent.
eng,I hate it when the tongue of my shoe slides to the side.
fra,"Dès que le blé mûrit, l’âne chaque jour va le brouter."
fra,"Paul est allé chercher Paul, et voilà que lui aussi ne revient pas."
eng,Could you spare a dollar?
eng,"If you support Trump, you're a bad person."
eng,"I'm making my own language, and none of you are invited to learn it!"
eng,Tom rides a dragon around Boston.
eng,Tom is riding a dragon around Boston.
eng,Tom rode a dragon around Boston.
eng,No one said self-control was easy.
eng,The United States is a terrorist state.
eng,No one said self-discipline was easy.
eng,Tom threw a milkshake at Nigel Farage.
eng,Would you guys like to share an orange?
eng,Would you like to share an orange with me?
eng,The colander is recognized in the Czech Republic and New Zealand as religious headgear.
eng,Tom is off his meds again.
eng,Tom's off the wagon again.
eng,Tom is back in the hospital.
eng,Tom's back on the street.
eng,Tom is back in the slammer.
eng,Tom is back on the bottle.
eng,Tom is back on the junk.
eng,Tom's back at the mission.
eng,Tom can't keep his shit together.
eng,Tom blew a raspberry at Mary and ran away.
eng,We live in a society.
eng,Stability is a double-edged sword.
eng,"Tom is American, but lives in Austria, because he loves kangaroos."
eng,There are koalas in Austria.
eng,Koalas can only be seen in Austria.
eng,"Tom has a soft spot for platypuses, so he moved to Austria."
eng,"In the days when the judges judged, there was a famine in the land."
eng,"Elimelech, Naomi’s husband, died, and she was left with her two sons."
eng,"Then she kissed them, and they lifted up their voices, and wept."
eng,"They said to her, ""No, but we will return with you to your people."""
eng,"When Naomi saw that she was determined to go with her, she stopped urging her."
eng,"She said to her, ""Go, my daughter."""
eng,"They answered him, ""May the Lord bless you."""
eng,"When she came to her mother-in-law, she said, ""How did it go, my daughter?"""
eng,"He said, ""I will redeem it."""
eng,Tom decided against going to Austria because he's allergic to kangaroos.
eng,Tom is such a copycat.
eng,"No, you don't stink."
eng,You smell fine.
eng,We didn't walk.
eng,It wasn't Tom who spit.
eng,Tom didn't spit.
eng,Tom didn't overdose.
eng,Tom didn't actually overdose.
eng,Tom didn't really overdose.
eng,I don't think Tom overdosed.
eng,I don't believe Tom overdosed.
eng,I can't believe Tom overdosed.
eng,I don't think Tom really overdosed.
eng,I don't think that Tom really overdosed.
eng,You smell amazing.
eng,You smell incredible.
eng,Tom loves foreigners.
eng,I don't think it's true that Tom hates foreigners.
eng,I think Tom has a bit of a creepy obsession with foreigners.
eng,"We're not exactly friends, and we're not exactly enemies."
eng,"Luckily, Tom didn't break everything."
eng,"Tom didn't break anything, thankfully."
eng,"Tom didn't break everything, thank God."
eng,Tom never grows tired.
eng,"Don't you ever get tired, Tom?"
eng,Doesn't Tom ever get tired?
eng,Does Tom ever sleep?
eng,"Don't you ever sleep, Tom?"
eng,Does Tom ever get tired?
eng,Does Tom ever grow tired?
eng,"Do you ever sleep, Tom?"
eng,Why was Tom plowing?
eng,Tom isn't going to swim.
eng,Tom won't swim.
eng,Tom refuses to swim.
eng,Tom never gets offended.
eng,"Of course you don't get offended, Tom."
eng,Why was Tom kneeling?
eng,Why was Tom limping?
eng,Tom is full of courage.
eng,Tom isn't lacking in courage.
eng,Why is that a taboo?
eng,That should be a taboo.
eng,That shouldn't be a taboo.
eng,That's not really a taboo around here.
eng,That's taboo around here.
eng,Tom wouldn't lie down.
eng,Why is Tom squinting?
eng,Tom didn't get delayed this time.
eng,Tom wasn't delayed this time.
eng,Tom wasn't delayed.
eng,Tom hasn't been delayed.
eng,Tom has been delayed.
eng,Tom has been delayed again.
eng,Tom can't remember any of his dreams.
eng,Tom didn't get hooked.
eng,Tom wasn't writing.
eng,Tom isn't writing.
eng,Tom isn't mourning.
eng,Tom wasn't mourning.
eng,Tom was mourning.
eng,Tom isn't grieving.
eng,Tom wasn't grieving.
eng,Tom was grieving.
eng,Tom was in mourning.
eng,Tom didn't open it.
eng,Tom refused to open it.
eng,Tom wouldn't open it.
eng,Tom couldn't open it.
eng,Why can't Tom open it?
eng,Why couldn't Tom open it?
eng,Why wouldn't Tom open it?
eng,Why did Tom refuse to open it?
eng,What was Tom refusing to open?
eng,What was Tom refusing to open last night?
eng,Why would Tom refuse to open that?
eng,Tom didn't close it.
eng,Tom refused to close it.
eng,Tom wouldn't close it.
eng,Tom couldn't close it.
eng,Why can't Tom close it?
eng,Why couldn't Tom close it?
eng,Why wouldn't Tom close it?
eng,What was Tom refusing to close?
eng,What was Tom refusing to close last night?
eng,Why would Tom refuse to close that?
eng,I don't expect details.
eng,I'm not expecting details; just a summary is fine.
eng,I don't enjoy solitude.
eng,I wasn't really pretending.
eng,Isn't this blue?
eng,Isn't that blue?
eng,"Luckily, Tom didn't break anything."
eng,"Thankfully, Tom didn't break anything."
eng,"Thankfully, Tom didn't break everything."
eng,I hope those fish aren't going to be eaten.
eng,Benjamin Netanyahu is an ally of Nazis worldwide.
eng,Donald Trump couldn't possibly care less about Jewish people.
eng,Tom is chuffed to bits.
eng,I love Tom to bits.
eng,I love Mary to bits.
eng,Tom was chuffed to bits.
eng,Tom wasn't born yesterday.
eng,Mary wasn't born yesterday.
eng,I've decided to wait two more months before leaving.
eng,"Well, color me surprised."
eng,Tom is a Brexiteer.
eng,Two squared equals four.
eng,Five factorial equals one hundred and twenty.
eng,10 plus 10 equals 100.
eng,Tom isn't the brightest bulb on the porch.
eng,Mary isn't the brightest bulb on the porch.
eng,And then everyone stood up and clapped.
eng,Seven minus two is five.
eng,Twenty-five percent of fifty is twelve and a half.
eng,Eleven times eleven is one hundred twenty-one.
eng,Eleven times eleven is one hundred and twenty-one.
eng,Twenty divided by two is ten.
eng,Donald Trump had a two-hour meeting with the Prince of Whales.
eng,Boris Johnson is the British Donald Trump.
eng,Mike Pompeo claims Iran sank the USS Maine.
eng,Tom doesn't speak Bangla.
eng,The Dravidian languages of South India are unrelated to Hindi.
eng,Tom was in the buff on the beach.
eng,Mary was in the buff on the beach.
eng,Mary is trying to discredit Tom.
eng,Tom dreamt that Mary was trying to discredit him.
eng,Tom can't believe that Mary is trying to discredit him.
eng,Tom can't believe Mary is trying to discredit him.
eng,Tom believes that Mary is trying to discredit him.
eng,Tom didn't believe that Mary was trying to discredit him.
eng,Tom believed that Mary was trying to discredit him.
eng,I don't like hot coffee.
eng,I don't like my coffee hot.
eng,Tom doesn't like hot coffee.
eng,Tom doesn't like his coffee hot.
eng,Mary doesn't like hot coffee.
eng,Mary doesn't like her coffee hot.
eng,I'm going on vacation this summer.
eng,I'll be going on vacation this summer.
eng,"History, Stephen said, is a nightmare from which I am trying to awake."
eng,Get the pitchforks.
eng,We have a lot of moorhens in our pond.
eng,Tom can't tell a coot from a moorhen.
eng,He was poisoned by our enemies.
eng,"Tom really wanted to see echidnas and wombats, so he took a plane to Austria."
eng,The best-known transcendental numbers are π and e.
eng,I'm ready if you're ready.
eng,"Bonnie should have called him Sporky, not Forky."
eng,A semiprime is a natural number that is the product of two prime numbers.
eng,Tom already knows the whole multiplication table.
eng,I told my wife Tom is good at mathematics.
eng,I told my wife Tom is good at maths.
eng,We are the ones we've been waiting for.
eng,Tom's favourite subject is calculus.
eng,Tom's favorite subject is calculus.
eng,Tom teaches mathematical analysis.
eng,Tom hates calculus.
eng,Tom hates mathematical analysis.
eng,Tom's favourite subject was trigonometry.
eng,Tom's favorite subject was trigonometry.
eng,Tom is an applied mathematician.
eng,The proof is left as an exercise to the reader.
eng,Tom thinks Euler's identity is beautiful.
